"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 23 14:45:26 CEST 2021","Fri Jul 23 14:45:39 CEST 2021","12347","","Login","","Login","should create a fixed rate","should create a fixed rate",""
